VECTOR,OCCURRENCE_ID,SOURCE_TYPE,LOCATION_TYPE,POLYGON_ADMIN,Y,X,YEAR,COUNTRY,COUNTRY_ID,GAUL_AD0,STATUS
Aedes albopictus,9617,unpublished,point,-999,22.63,120.36,2005,Taiwan,TWN,886,NA
Aedes albopictus,9618,unpublished,point,-999,22.6,120.33,2005,Taiwan,TWN,886,NA
Aedes albopictus,9619,unpublished,point,-999,22.62,120.36,2005,Taiwan,TWN,886,NA
Aedes albopictus,9620,unpublished,point,-999,22.66,120.42,2005,Taiwan,TWN,886,NA
Aedes albopictus,9621,unpublished,point,-999,22.65,120.42,2005,Taiwan,TWN,886,NA
Aedes albopictus,9622,unpublished,point,-999,22.62,120.28,2005,Taiwan,TWN,886,NA
Aedes albopictus,9623,unpublished,point,-999,22.63,120.36,2005,Taiwan,TWN,886,NA
Aedes albopictus,9624,unpublished,point,-999,22.68,120.36,2005,Taiwan,TWN,886,NA
Aedes albopictus,9625,unpublished,point,-999,22.63,120.37,2005,Taiwan,TWN,886,NA
Aedes albopictus,9626,unpublished,point,-999,22.59,120.33,2005,Taiwan,TWN,886,NA
Aedes albopictus,9627,unpublished,point,-999,22.99,120.21,2005,Taiwan,TWN,886,NA
Aedes albopictus,9628,unpublished,point,-999,22.96,120.19,2005,Taiwan,TWN,886,NA
Aedes albopictus,9629,unpublished,point,-999,22.61,120.31,2005,Taiwan,TWN,886,NA
Aedes albopictus,9630,unpublished,point,-999,22.64,120.33,2005,Taiwan,TWN,886,NA
Aedes albopictus,9631,unpublished,point,-999,22.62,120.29,2005,Taiwan,TWN,886,NA
Aedes albopictus,9632,unpublished,point,-999,22.66,120.32,2005,Taiwan,TWN,886,NA
Aedes albopictus,9633,unpublished,point,-999,22.7,120.3,2005,Taiwan,TWN,886,NA
Aedes albopictus,9634,unpublished,point,-999,22.69,120.3,2005,Taiwan,TWN,886,NA
Aedes albopictus,9635,unpublished,point,-999,22.68,120.31,2005,Taiwan,TWN,886,NA
Aedes albopictus,9636,unpublished,point,-999,22.61,120.31,2005,Taiwan,TWN,886,NA
Aedes albopictus,9637,unpublished,point,-999,22.61,120.31,2005,Taiwan,TWN,886,NA
Aedes albopictus,9638,unpublished,point,-999,22.68,120.29,2005,Taiwan,TWN,886,NA
Aedes albopictus,9639,unpublished,point,-999,22.69,120.32,2005,Taiwan,TWN,886,NA
Aedes albopictus,9640,unpublished,point,-999,22.9,120.55,2005,Taiwan,TWN,886,NA
Aedes albopictus,9641,unpublished,point,-999,22.63,120.36,2005,Taiwan,TWN,886,NA
Aedes albopictus,9642,unpublished,point,-999,22.63,120.36,2005,Taiwan,TWN,886,NA
Aedes albopictus,9643,unpublished,point,-999,22.9,120.54,2005,Taiwan,TWN,886,NA
Aedes albopictus,9644,unpublished,point,-999,22.49,120.39,2005,Taiwan,TWN,886,NA
Aedes albopictus,9645,unpublished,point,-999,22.5,120.4,2005,Taiwan,TWN,886,NA
Aedes albopictus,9646,unpublished,point,-999,22.62,120.34,2005,Taiwan,TWN,886,NA
Aedes albopictus,9647,unpublished,point,-999,22.64,120.37,2005,Taiwan,TWN,886,NA
Aedes albopictus,9648,unpublished,point,-999,22.62,120.36,2005,Taiwan,TWN,886,NA
Aedes albopictus,9649,unpublished,point,-999,22.76,120.48,2005,Taiwan,TWN,886,NA
Aedes albopictus,9650,unpublished,point,-999,22.78,120.5,2005,Taiwan,TWN,886,NA
Aedes albopictus,9651,unpublished,point,-999,22.99,120.21,2005,Taiwan,TWN,886,NA
Aedes albopictus,9652,unpublished,point,-999,23.13,120.15,2005,Taiwan,TWN,886,NA
Aedes albopictus,9653,unpublished,point,-999,22.6,120.32,2005,Taiwan,TWN,886,NA
Aedes albopictus,9654,unpublished,point,-999,22.69,120.29,2005,Taiwan,TWN,886,NA
Aedes albopictus,9655,unpublished,point,-999,22.61,120.32,2005,Taiwan,TWN,886,NA
Aedes albopictus,9656,unpublished,point,-999,22.6,120.32,2005,Taiwan,TWN,886,NA
Aedes albopictus,9657,unpublished,point,-999,22.68,120.29,2005,Taiwan,TWN,886,NA
Aedes albopictus,9658,unpublished,point,-999,22.67,120.3,2005,Taiwan,TWN,886,NA
Aedes albopictus,9659,unpublished,point,-999,22.69,120.3,2005,Taiwan,TWN,886,NA
Aedes albopictus,9660,unpublished,point,-999,22.7,120.3,2005,Taiwan,TWN,886,NA
Aedes albopictus,9661,unpublished,point,-999,22.61,120.31,2005,Taiwan,TWN,886,NA
Aedes albopictus,9662,unpublished,point,-999,22.61,120.32,2005,Taiwan,TWN,886,NA
Aedes albopictus,9663,unpublished,point,-999,22.61,120.32,2005,Taiwan,TWN,886,NA
Aedes albopictus,9664,unpublished,point,-999,22.62,120.31,2005,Taiwan,TWN,886,NA
Aedes albopictus,9665,unpublished,point,-999,22.63,120.29,2005,Taiwan,TWN,886,NA
Aedes albopictus,9666,unpublished,point,-999,22.78,120.25,2005,Taiwan,TWN,886,NA
Aedes albopictus,9667,unpublished,point,-999,22.64,120.35,2005,Taiwan,TWN,886,NA
Aedes albopictus,9668,unpublished,point,-999,23.11,120.63,2005,Taiwan,TWN,886,NA
Aedes albopictus,9669,unpublished,point,-999,22.62,120.37,2005,Taiwan,TWN,886,NA
Aedes albopictus,9670,unpublished,point,-999,23.11,120.61,2005,Taiwan,TWN,886,NA
Aedes albopictus,9671,unpublished,point,-999,22.77,120.25,2005,Taiwan,TWN,886,NA
Aedes albopictus,9672,unpublished,point,-999,22.6,120.34,2005,Taiwan,TWN,886,NA
Aedes albopictus,9673,unpublished,point,-999,22.62,120.35,2005,Taiwan,TWN,886,NA
Aedes albopictus,9674,unpublished,point,-999,22.63,120.3,2005,Taiwan,TWN,886,NA
Aedes albopictus,9675,unpublished,point,-999,22.61,120.34,2005,Taiwan,TWN,886,NA
Aedes albopictus,9676,unpublished,point,-999,22.64,120.31,2005,Taiwan,TWN,886,NA
Aedes albopictus,9677,unpublished,point,-999,22.65,120.3,2005,Taiwan,TWN,886,NA
Aedes albopictus,9678,unpublished,point,-999,22.63,120.3,2005,Taiwan,TWN,886,NA
Aedes albopictus,9679,unpublished,point,-999,22.63,120.31,2005,Taiwan,TWN,886,NA
Aedes albopictus,9680,unpublished,point,-999,22.63,120.31,2005,Taiwan,TWN,886,NA
Aedes albopictus,9681,unpublished,point,-999,22.64,120.29,2005,Taiwan,TWN,886,NA
Aedes albopictus,9682,unpublished,point,-999,22.61,120.33,2005,Taiwan,TWN,886,NA
Aedes albopictus,9683,unpublished,point,-999,22.68,120.28,2005,Taiwan,TWN,886,NA
Aedes albopictus,9684,unpublished,point,-999,22.67,120.29,2005,Taiwan,TWN,886,NA
Aedes albopictus,9685,unpublished,point,-999,22.67,120.28,2005,Taiwan,TWN,886,NA
Aedes albopictus,9686,unpublished,point,-999,22.67,120.29,2005,Taiwan,TWN,886,NA
Aedes albopictus,9687,unpublished,point,-999,22.63,120.31,2005,Taiwan,TWN,886,NA
Aedes albopictus,9688,unpublished,point,-999,22.87,120.63,2005,Taiwan,TWN,886,NA
Aedes albopictus,9689,unpublished,point,-999,22.61,120.34,2005,Taiwan,TWN,886,NA
Aedes albopictus,9690,unpublished,point,-999,22.61,120.34,2005,Taiwan,TWN,886,NA
Aedes albopictus,9691,unpublished,point,-999,22.62,120.35,2005,Taiwan,TWN,886,NA
Aedes albopictus,9692,unpublished,point,-999,22.64,120.35,2005,Taiwan,TWN,886,NA
Aedes albopictus,9693,unpublished,point,-999,22.76,120.27,2005,Taiwan,TWN,886,NA
Aedes albopictus,9694,unpublished,point,-999,22.64,120.35,2005,Taiwan,TWN,886,NA
Aedes albopictus,9695,unpublished,point,-999,23.17,120.15,2005,Taiwan,TWN,886,NA
Aedes albopictus,9696,unpublished,point,-999,23.18,120.15,2005,Taiwan,TWN,886,NA
Aedes albopictus,9697,unpublished,point,-999,22.73,120.32,2005,Taiwan,TWN,886,NA
Aedes albopictus,9698,unpublished,point,-999,22.59,120.31,2005,Taiwan,TWN,886,NA
Aedes albopictus,9699,unpublished,point,-999,22.64,120.28,2005,Taiwan,TWN,886,NA
Aedes albopictus,9700,unpublished,point,-999,22.59,120.31,2005,Taiwan,TWN,886,NA
Aedes albopictus,9701,unpublished,point,-999,22.74,120.33,2005,Taiwan,TWN,886,NA
Aedes albopictus,9702,unpublished,point,-999,22.73,120.34,2005,Taiwan,TWN,886,NA
Aedes albopictus,9703,unpublished,point,-999,22.73,120.3,2005,Taiwan,TWN,886,NA
Aedes albopictus,9704,unpublished,point,-999,22.64,120.3,2005,Taiwan,TWN,886,NA
Aedes albopictus,9705,unpublished,point,-999,22.65,120.33,2005,Taiwan,TWN,886,NA
Aedes albopictus,9706,unpublished,point,-999,22.72,120.33,2005,Taiwan,TWN,886,NA
Aedes albopictus,9707,unpublished,point,-999,22.66,120.38,2005,Taiwan,TWN,886,NA
Aedes albopictus,9708,unpublished,point,-999,22.66,120.39,2005,Taiwan,TWN,886,NA
Aedes albopictus,9709,unpublished,point,-999,22.6,120.36,2005,Taiwan,TWN,886,NA
Aedes albopictus,9710,unpublished,point,-999,22.89,120.66,2005,Taiwan,TWN,886,NA
Aedes albopictus,9711,unpublished,point,-999,22.63,120.38,2005,Taiwan,TWN,886,NA
Aedes albopictus,9712,unpublished,point,-999,22.61,120.34,2005,Taiwan,TWN,886,NA
Aedes albopictus,9713,unpublished,point,-999,22.64,120.36,2005,Taiwan,TWN,886,NA
Aedes albopictus,9714,unpublished,point,-999,22.07,120.72,2005,Taiwan,TWN,886,NA
Aedes albopictus,9715,unpublished,point,-999,23.16,120.18,2005,Taiwan,TWN,886,NA
Aedes albopictus,9716,unpublished,point,-999,22.67,120.29,2005,Taiwan,TWN,886,NA
Aedes albopictus,9717,unpublished,point,-999,22.64,120.29,2005,Taiwan,TWN,886,NA
Aedes albopictus,9718,unpublished,point,-999,22.57,120.32,2005,Taiwan,TWN,886,NA
Aedes albopictus,9719,unpublished,point,-999,22.57,120.32,2005,Taiwan,TWN,886,NA
Aedes albopictus,9720,unpublished,point,-999,22.66,120.29,2005,Taiwan,TWN,886,NA
Aedes albopictus,9721,unpublished,point,-999,22.67,120.29,2005,Taiwan,TWN,886,NA
Aedes albopictus,9722,unpublished,point,-999,22.58,120.33,2005,Taiwan,TWN,886,NA
Aedes albopictus,9723,unpublished,point,-999,22.58,120.32,2005,Taiwan,TWN,886,NA
Aedes albopictus,9724,unpublished,point,-999,22.62,120.29,2005,Taiwan,TWN,886,NA
Aedes albopictus,9725,unpublished,point,-999,22.62,120.29,2005,Taiwan,TWN,886,NA
Aedes albopictus,9726,unpublished,point,-999,22.66,120.3,2005,Taiwan,TWN,886,NA
Aedes albopictus,9727,unpublished,point,-999,22.72,120.32,2005,Taiwan,TWN,886,NA
Aedes albopictus,9728,unpublished,point,-999,22.72,120.31,2005,Taiwan,TWN,886,NA
Aedes albopictus,9729,unpublished,point,-999,22.72,120.31,2005,Taiwan,TWN,886,NA
Aedes albopictus,9730,unpublished,point,-999,22.71,120.31,2005,Taiwan,TWN,886,NA
Aedes albopictus,9731,unpublished,point,-999,22.72,120.31,2005,Taiwan,TWN,886,NA
Aedes albopictus,9732,unpublished,point,-999,22.59,120.32,2005,Taiwan,TWN,886,NA
Aedes albopictus,9733,unpublished,point,-999,22.67,120.29,2005,Taiwan,TWN,886,NA
Aedes albopictus,9734,unpublished,point,-999,22.67,120.29,2005,Taiwan,TWN,886,NA
Aedes albopictus,9735,unpublished,point,-999,22.59,120.33,2005,Taiwan,TWN,886,NA
Aedes albopictus,9736,unpublished,point,-999,22.64,120.37,2005,Taiwan,TWN,886,NA
Aedes albopictus,9737,unpublished,point,-999,22.11,120.72,2005,Taiwan,TWN,886,NA
Aedes albopictus,9738,unpublished,point,-999,22.63,120.37,2005,Taiwan,TWN,886,NA
Aedes albopictus,9739,unpublished,point,-999,22.61,120.35,2005,Taiwan,TWN,886,NA
Aedes albopictus,9740,unpublished,point,-999,22.63,120.37,2005,Taiwan,TWN,886,NA
Aedes albopictus,9741,unpublished,point,-999,22.93,120.36,2005,Taiwan,TWN,886,NA
Aedes albopictus,9742,unpublished,point,-999,22.95,120.42,2005,Taiwan,TWN,886,NA
Aedes albopictus,9743,unpublished,point,-999,22.93,120.39,2005,Taiwan,TWN,886,NA
Aedes albopictus,9744,unpublished,point,-999,22.96,120.41,2005,Taiwan,TWN,886,NA
Aedes albopictus,9745,unpublished,point,-999,23.14,120.11,2005,Taiwan,TWN,886,NA
Aedes albopictus,9746,unpublished,point,-999,22.62,120.3,2005,Taiwan,TWN,886,NA
Aedes albopictus,9747,unpublished,point,-999,22.61,120.27,2005,Taiwan,TWN,886,NA
Aedes albopictus,9748,unpublished,point,-999,22.63,120.31,2005,Taiwan,TWN,886,NA
Aedes albopictus,9749,unpublished,point,-999,22.61,120.32,2005,Taiwan,TWN,886,NA
Aedes albopictus,9750,unpublished,point,-999,22.63,120.34,2005,Taiwan,TWN,886,NA
Aedes albopictus,9751,unpublished,point,-999,22.66,120.28,2005,Taiwan,TWN,886,NA
Aedes albopictus,9752,unpublished,point,-999,22.71,120.28,2005,Taiwan,TWN,886,NA
Aedes albopictus,9753,unpublished,point,-999,22.71,120.28,2005,Taiwan,TWN,886,NA
Aedes albopictus,9754,unpublished,point,-999,22.65,120.28,2005,Taiwan,TWN,886,NA
Aedes albopictus,9755,unpublished,point,-999,22.71,120.29,2005,Taiwan,TWN,886,NA
Aedes albopictus,9756,unpublished,point,-999,22.73,120.29,2005,Taiwan,TWN,886,NA
Aedes albopictus,9757,unpublished,point,-999,22.72,120.28,2005,Taiwan,TWN,886,NA
Aedes albopictus,9758,unpublished,point,-999,22.71,120.29,2005,Taiwan,TWN,886,NA
Aedes albopictus,9759,unpublished,point,-999,22.7,120.29,2005,Taiwan,TWN,886,NA
Aedes albopictus,9760,unpublished,point,-999,22.72,120.32,2005,Taiwan,TWN,886,NA
Aedes albopictus,9761,unpublished,point,-999,22.73,120.33,2005,Taiwan,TWN,886,NA
Aedes albopictus,9762,unpublished,point,-999,22.65,120.29,2005,Taiwan,TWN,886,NA
Aedes albopictus,9763,unpublished,point,-999,22.61,120.3,2005,Taiwan,TWN,886,NA
Aedes albopictus,9764,unpublished,point,-999,22.56,120.36,2005,Taiwan,TWN,886,NA
Aedes albopictus,9765,unpublished,point,-999,22.56,120.36,2005,Taiwan,TWN,886,NA
Aedes albopictus,9766,unpublished,point,-999,22.63,120.28,2005,Taiwan,TWN,886,NA
Aedes albopictus,9767,unpublished,point,-999,22.59,120.28,2005,Taiwan,TWN,886,NA
Aedes albopictus,9768,unpublished,point,-999,22.65,120.28,2005,Taiwan,TWN,886,NA
Aedes albopictus,9769,unpublished,point,-999,22.63,120.3,2005,Taiwan,TWN,886,NA
Aedes albopictus,9770,unpublished,point,-999,22.6,120.32,2005,Taiwan,TWN,886,NA
Aedes albopictus,9771,unpublished,point,-999,22.97,120.33,2005,Taiwan,TWN,886,NA
Aedes albopictus,9772,unpublished,point,-999,22.63,120.27,2005,Taiwan,TWN,886,NA
Aedes albopictus,9773,unpublished,point,-999,22.62,120.27,2005,Taiwan,TWN,886,NA
Aedes albopictus,9774,unpublished,point,-999,22.71,120.28,2005,Taiwan,TWN,886,NA
Aedes albopictus,9775,unpublished,point,-999,22.72,120.27,2005,Taiwan,TWN,886,NA
Aedes albopictus,9776,unpublished,point,-999,22.56,120.36,2005,Taiwan,TWN,886,NA
Aedes albopictus,9777,unpublished,point,-999,22.52,120.34,2005,Taiwan,TWN,886,NA
Aedes albopictus,9778,unpublished,point,-999,22.57,120.32,2005,Taiwan,TWN,886,NA
Aedes albopictus,9779,unpublished,point,-999,22.64,120.28,2005,Taiwan,TWN,886,NA
Aedes albopictus,9780,unpublished,point,-999,22.55,120.39,2005,Taiwan,TWN,886,NA
Aedes albopictus,9781,unpublished,point,-999,22.56,120.39,2005,Taiwan,TWN,886,NA
Aedes albopictus,9782,unpublished,point,-999,22.66,120.27,2005,Taiwan,TWN,886,NA
Aedes albopictus,9783,unpublished,point,-999,22.66,120.29,2005,Taiwan,TWN,886,NA
Aedes albopictus,9784,unpublished,point,-999,23.23,120.27,2005,Taiwan,TWN,886,NA
Aedes albopictus,9785,unpublished,point,-999,22.63,120.32,2005,Taiwan,TWN,886,NA
Aedes albopictus,9786,unpublished,point,-999,22.72,120.29,2005,Taiwan,TWN,886,NA
Aedes albopictus,9787,unpublished,point,-999,22.71,120.29,2005,Taiwan,TWN,886,NA
Aedes albopictus,9788,unpublished,point,-999,22.7,120.29,2005,Taiwan,TWN,886,NA
Aedes albopictus,9789,unpublished,point,-999,22.57,120.35,2005,Taiwan,TWN,886,NA
Aedes albopictus,9790,unpublished,point,-999,22.57,120.34,2005,Taiwan,TWN,886,NA
Aedes albopictus,9791,unpublished,point,-999,22.71,120.29,2005,Taiwan,TWN,886,NA
Aedes albopictus,9792,unpublished,point,-999,22.64,120.28,2005,Taiwan,TWN,886,NA
Aedes albopictus,9793,unpublished,point,-999,22.63,120.28,2005,Taiwan,TWN,886,NA
Aedes albopictus,9794,unpublished,point,-999,22.64,120.28,2005,Taiwan,TWN,886,NA
Aedes albopictus,9795,unpublished,point,-999,22.64,120.27,2005,Taiwan,TWN,886,NA
Aedes albopictus,9796,unpublished,point,-999,22.62,120.27,2005,Taiwan,TWN,886,NA
Aedes albopictus,9797,unpublished,point,-999,22.62,120.27,2005,Taiwan,TWN,886,NA
Aedes albopictus,9798,unpublished,point,-999,22.63,120.36,2005,Taiwan,TWN,886,NA
Aedes albopictus,9799,unpublished,point,-999,22.78,120.47,2005,Taiwan,TWN,886,NA
Aedes albopictus,9800,unpublished,point,-999,23.18,120.24,2005,Taiwan,TWN,886,NA
Aedes albopictus,9801,unpublished,point,-999,23.18,120.22,2005,Taiwan,TWN,886,NA
Aedes albopictus,9802,unpublished,point,-999,23.19,120.28,2005,Taiwan,TWN,886,NA
Aedes albopictus,9803,unpublished,point,-999,22.63,120.37,2005,Taiwan,TWN,886,NA
Aedes albopictus,9804,unpublished,point,-999,22.59,120.33,2005,Taiwan,TWN,886,NA
Aedes albopictus,9805,unpublished,point,-999,22.62,120.35,2005,Taiwan,TWN,886,NA
Aedes albopictus,9806,unpublished,point,-999,22.61,120.34,2005,Taiwan,TWN,886,NA
Aedes albopictus,9807,unpublished,point,-999,22.64,120.37,2005,Taiwan,TWN,886,NA
Aedes albopictus,9808,unpublished,point,-999,22.6,120.28,2005,Taiwan,TWN,886,NA
Aedes albopictus,9809,unpublished,point,-999,22.61,120.28,2005,Taiwan,TWN,886,NA
Aedes albopictus,9810,unpublished,point,-999,22.62,120.34,2005,Taiwan,TWN,886,NA
Aedes albopictus,9811,unpublished,point,-999,22.69,120.29,2005,Taiwan,TWN,886,NA
Aedes albopictus,9812,unpublished,point,-999,22.69,120.3,2005,Taiwan,TWN,886,NA
Aedes albopictus,9813,unpublished,point,-999,22.7,120.3,2005,Taiwan,TWN,886,NA
Aedes albopictus,9814,unpublished,point,-999,22.53,120.35,2005,Taiwan,TWN,886,NA
Aedes albopictus,9815,unpublished,point,-999,22.54,120.34,2005,Taiwan,TWN,886,NA
Aedes albopictus,9816,unpublished,point,-999,22.62,120.28,2005,Taiwan,TWN,886,NA
Aedes albopictus,9817,unpublished,point,-999,22.58,120.36,2005,Taiwan,TWN,886,NA
Aedes albopictus,9818,unpublished,point,-999,22.58,120.36,2005,Taiwan,TWN,886,NA
Aedes albopictus,9819,unpublished,point,-999,22.56,120.36,2005,Taiwan,TWN,886,NA
Aedes albopictus,9820,unpublished,point,-999,22.56,120.36,2005,Taiwan,TWN,886,NA
Aedes albopictus,9821,unpublished,point,-999,22.58,120.34,2005,Taiwan,TWN,886,NA
Aedes albopictus,9822,unpublished,point,-999,22.58,120.37,2005,Taiwan,TWN,886,NA
Aedes albopictus,9823,unpublished,point,-999,22.57,120.38,2005,Taiwan,TWN,886,NA
Aedes albopictus,9824,unpublished,point,-999,22.62,120.29,2005,Taiwan,TWN,886,NA
Aedes albopictus,9825,unpublished,point,-999,22.62,120.28,2005,Taiwan,TWN,886,NA
Aedes albopictus,9826,unpublished,point,-999,22.64,120.33,2005,Taiwan,TWN,886,NA
Aedes albopictus,9827,unpublished,point,-999,22.6,120.27,2005,Taiwan,TWN,886,NA
Aedes albopictus,9828,unpublished,point,-999,22.57,120.37,2005,Taiwan,TWN,886,NA
Aedes albopictus,9829,unpublished,point,-999,22.57,120.38,2005,Taiwan,TWN,886,NA
Aedes albopictus,9830,unpublished,point,-999,22.62,120.36,2005,Taiwan,TWN,886,NA
Aedes albopictus,9831,unpublished,point,-999,22.6,120.33,2005,Taiwan,TWN,886,NA
Aedes albopictus,9832,unpublished,point,-999,23.22,120.69,2005,Taiwan,TWN,886,NA
Aedes albopictus,9833,unpublished,point,-999,22.42,120.56,2005,Taiwan,TWN,886,NA
Aedes albopictus,9834,unpublished,point,-999,22.62,120.29,2005,Taiwan,TWN,886,NA
Aedes albopictus,9835,unpublished,point,-999,22.63,120.28,2005,Taiwan,TWN,886,NA
Aedes albopictus,9836,unpublished,point,-999,22.63,120.29,2005,Taiwan,TWN,886,NA
Aedes albopictus,9837,unpublished,point,-999,22.68,120.29,2005,Taiwan,TWN,886,NA
Aedes albopictus,9838,unpublished,point,-999,22.64,120.34,2005,Taiwan,TWN,886,NA
Aedes albopictus,9839,unpublished,point,-999,22.52,120.34,2005,Taiwan,TWN,886,NA
Aedes albopictus,9840,unpublished,point,-999,22.55,120.35,2005,Taiwan,TWN,886,NA
Aedes albopictus,9841,unpublished,point,-999,22.61,120.31,2005,Taiwan,TWN,886,NA
Aedes albopictus,9842,unpublished,point,-999,22.63,120.38,2005,Taiwan,TWN,886,NA
Aedes albopictus,9843,unpublished,point,-999,22.36,120.6,2005,Taiwan,TWN,886,NA
Aedes albopictus,9844,unpublished,point,-999,22.34,120.61,2005,Taiwan,TWN,886,NA
Aedes albopictus,9845,unpublished,point,-999,22.64,120.33,2005,Taiwan,TWN,886,NA
Aedes albopictus,9846,unpublished,point,-999,22.69,120.3,2005,Taiwan,TWN,886,NA
Aedes albopictus,9847,unpublished,point,-999,22.68,120.31,2005,Taiwan,TWN,886,NA
Aedes albopictus,9848,unpublished,point,-999,22.62,120.32,2005,Taiwan,TWN,886,NA
Aedes albopictus,9849,unpublished,point,-999,22.61,120.32,2005,Taiwan,TWN,886,NA
Aedes albopictus,9850,unpublished,point,-999,22.61,120.32,2005,Taiwan,TWN,886,NA
Aedes albopictus,9851,unpublished,point,-999,22.63,120.3,2005,Taiwan,TWN,886,NA
Aedes albopictus,9852,unpublished,point,-999,22.63,120.3,2005,Taiwan,TWN,886,NA
Aedes albopictus,9853,unpublished,point,-999,22.62,120.35,2005,Taiwan,TWN,886,NA
Aedes albopictus,9854,unpublished,point,-999,22.61,120.36,2005,Taiwan,TWN,886,NA
Aedes albopictus,9855,unpublished,point,-999,23.23,120.85,2005,Taiwan,TWN,886,NA
Aedes albopictus,9856,unpublished,point,-999,22.62,120.34,2005,Taiwan,TWN,886,NA
Aedes albopictus,9857,unpublished,point,-999,22.44,120.51,2005,Taiwan,TWN,886,NA
Aedes albopictus,9858,unpublished,point,-999,22.44,120.5,2005,Taiwan,TWN,886,NA
Aedes albopictus,9859,unpublished,point,-999,23.19,120.11,2005,Taiwan,TWN,886,NA
Aedes albopictus,9860,unpublished,point,-999,22.65,120.31,2005,Taiwan,TWN,886,NA
Aedes albopictus,9861,unpublished,point,-999,22.68,120.29,2005,Taiwan,TWN,886,NA
Aedes albopictus,9862,unpublished,point,-999,22.71,120.28,2005,Taiwan,TWN,886,NA
Aedes albopictus,9863,unpublished,point,-999,22.59,120.32,2005,Taiwan,TWN,886,NA
Aedes albopictus,9864,unpublished,point,-999,22.63,120.36,2005,Taiwan,TWN,886,NA
Aedes albopictus,9865,unpublished,point,-999,22.64,120.37,2005,Taiwan,TWN,886,NA
Aedes albopictus,9866,unpublished,point,-999,22.64,120.36,2005,Taiwan,TWN,886,NA
Aedes albopictus,9867,unpublished,point,-999,22.58,120.57,2005,Taiwan,TWN,886,NA
Aedes albopictus,9868,unpublished,point,-999,22.95,120.26,2005,Taiwan,TWN,886,NA
Aedes albopictus,9869,unpublished,point,-999,22.73,120.33,2005,Taiwan,TWN,886,NA
Aedes albopictus,9870,unpublished,point,-999,22.68,120.28,2005,Taiwan,TWN,886,NA
Aedes albopictus,9871,unpublished,point,-999,22.58,120.31,2005,Taiwan,TWN,886,NA
Aedes albopictus,9872,unpublished,point,-999,22.59,120.31,2005,Taiwan,TWN,886,NA
Aedes albopictus,9873,unpublished,point,-999,22.59,120.31,2005,Taiwan,TWN,886,NA
Aedes albopictus,9874,unpublished,point,-999,22.64,120.32,2005,Taiwan,TWN,886,NA
Aedes albopictus,9875,unpublished,point,-999,22.65,120.31,2005,Taiwan,TWN,886,NA
Aedes albopictus,9876,unpublished,point,-999,22.73,120.33,2005,Taiwan,TWN,886,NA
Aedes albopictus,9877,unpublished,point,-999,22.62,120.38,2005,Taiwan,TWN,886,NA
Aedes albopictus,9878,unpublished,point,-999,22.61,120.39,2005,Taiwan,TWN,886,NA
Aedes albopictus,9879,unpublished,point,-999,22.61,120.41,2005,Taiwan,TWN,886,NA
Aedes albopictus,9880,unpublished,point,-999,22.57,120.43,2005,Taiwan,TWN,886,NA
Aedes albopictus,9881,unpublished,point,-999,22.5,120.52,2005,Taiwan,TWN,886,NA
Aedes albopictus,9882,unpublished,point,-999,22.49,120.51,2005,Taiwan,TWN,886,NA
Aedes albopictus,9883,unpublished,point,-999,22.49,120.51,2005,Taiwan,TWN,886,NA
Aedes albopictus,9884,unpublished,point,-999,22.63,120.35,2005,Taiwan,TWN,886,NA
Aedes albopictus,9885,unpublished,point,-999,22.72,120.31,2005,Taiwan,TWN,886,NA
Aedes albopictus,9886,unpublished,point,-999,22.72,120.32,2005,Taiwan,TWN,886,NA
Aedes albopictus,9887,unpublished,point,-999,22.57,120.32,2005,Taiwan,TWN,886,NA
Aedes albopictus,9888,unpublished,point,-999,22.6,120.33,2005,Taiwan,TWN,886,NA
Aedes albopictus,9889,unpublished,point,-999,22.63,120.37,2005,Taiwan,TWN,886,NA
Aedes albopictus,9890,unpublished,point,-999,22.5,120.38,2005,Taiwan,TWN,886,NA
Aedes albopictus,9891,unpublished,point,-999,22.5,120.39,2005,Taiwan,TWN,886,NA
Aedes albopictus,9892,unpublished,point,-999,22.5,120.4,2005,Taiwan,TWN,886,NA
Aedes albopictus,9893,unpublished,point,-999,22.67,120.27,2005,Taiwan,TWN,886,NA
Aedes albopictus,9894,unpublished,point,-999,22.73,120.32,2005,Taiwan,TWN,886,NA
Aedes albopictus,9895,unpublished,point,-999,22.72,120.31,2005,Taiwan,TWN,886,NA
Aedes albopictus,9896,unpublished,point,-999,22.71,120.32,2005,Taiwan,TWN,886,NA
Aedes albopictus,9897,unpublished,point,-999,22.8,120.31,2005,Taiwan,TWN,886,NA
Aedes albopictus,9898,unpublished,point,-999,22.81,120.32,2005,Taiwan,TWN,886,NA
Aedes albopictus,9899,unpublished,point,-999,22.85,120.26,2005,Taiwan,TWN,886,NA
Aedes albopictus,9900,unpublished,point,-999,22.85,120.26,2005,Taiwan,TWN,886,NA
Aedes albopictus,9901,unpublished,point,-999,22.59,120.39,2005,Taiwan,TWN,886,NA
Aedes albopictus,9902,unpublished,point,-999,22.75,120.34,2005,Taiwan,TWN,886,NA
Aedes albopictus,9903,unpublished,point,-999,22.56,120.43,2005,Taiwan,TWN,886,NA
Aedes albopictus,9904,unpublished,point,-999,22.82,120.32,2005,Taiwan,TWN,886,NA
Aedes albopictus,9905,unpublished,point,-999,22.74,120.36,2005,Taiwan,TWN,886,NA
